1, 200m FreeStyle, 1, 0, P
2, 25m ButterFly, 3, 0, P
3, 50m ButterFly, 1, 0, P
4, 100m ButterFly, 1, 0, P
5, 25m FreeStyle, 4, 0, P
6, 50m FreeStyle, 2, 0, P
7, 100m FreeStyle, 0, 0, P
8, 25m BackStroke, 3, 0, P
9, 50m BackStroke, 1, 0, P
10, 100m BackStroke, 1, 0, P
11, 25m BreastStroke, 4, 0, P
12, 50m BreastStroke, 2, 0, P
13, 100m BreastStroke, 0, 0, P
